state,state_latitude,state_longitude,district,district_latitude,district_longitude,township,township_latitude,township_longitude,city,city_latitude,city_longitude,village,village_latitude,village_longitude,ward,ward_latitude,ward_longitude
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,လပ္ပတ္တာခရိုင်,16.14557,94.75889,မော်လမြိုင်ကျွန်းမြို့နယ်,16.37894,95.26298,မော်လမြိုင်ကျွန်းမြို့,16.37894,95.26298,ကြီးပင်စုရွာ,16.37003621,95.40578559,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,သာယာဝတီခရိုင်,18.3,94.184,အုတ်ဖိုမြို့နယ်,18.13023,95.67177,အိုးသည်ကုန်းမြို့,18.0432,95.6935,ကြီးပင်ဆိပ်ရွာ,18.1444397,95.74614716,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,မြင်းခြံခရိုင်,21.345,95.5275,တောင်သာမြို့နယ်,21.27603,95.44541,တောင်သာမြို့,21.27603,95.44541,ကြီးပင်တဲရွာ,21.06686974,95.40667725,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,မြင်းခြံခရိုင်,21.345,95.5275,မြင်းခြံမြို့နယ်,21.45446,95.39038,ဆီမီးခုံမြို့,21.735,95.4221,ကြီးပင်ရွာ,21.43301964,95.36184692,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်မြောက်ပိုင်းခရိုင်,17.2661,96.0095,တိုက်ကြီးမြို့နယ်,17.424,95.9718,အဖျောက်မြို့,17.38239,95.69338,ကြီးပင်လဟာတောင်ရွာ,17.45453072,95.86559296,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်မြောက်ပိုင်းခရိုင်,17.2661,96.0095,တိုက်ကြီးမြို့နယ်,17.424,95.9718,အဖျောက်မြို့,17.38239,95.69338,ကြီးပင်လဟာမြောက်ရွာ,17.46603966,95.86092377,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်မြောက်ပိုင်းခရိုင်,17.2661,96.0095,တိုက်ကြီးမြို့နယ်,17.424,95.9718,အဖျောက်မြို့,17.38239,95.69338,ကြီးပင်လဟာအနောက်ရွာ,17.45503044,95.8588028,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,အင်္ဂပူမြို့နယ်,17.81833,95.26876,မဲဇလီကုန်းမြို့,17.9009,95.2288,ကြီးပင်အင်းရွာ,18.00498962,95.25618744,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်မြောက်ပိုင်းခရိုင်,17.2661,96.0095,တိုက်ကြီးမြို့နယ်,17.424,95.9718,အဖျောက်မြို့,17.38239,95.69338,ကြီးပင်အင်းရွာ,17.35054016,95.94010925,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,မုံရွာခရိုင်,22.2131,95.2921,မုံရွာမြို့နယ်,22.12168,95.13963,မုံရွာမြို့,22.12168,95.13963,ကြီးပဒုံရွာ,22.25863075,95.14572144,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,သာယာဝတီခရိုင်,18.3,94.184,အုတ်ဖိုမြို့နယ်,18.13023,95.67177,အိုးသည်ကုန်းမြို့,18.0432,95.6935,ကြီးပျက်ရွာ,18.1746006,95.78990173,,,
နေပြည်တော်ပြည်ထောင်စုနယ်မြေ,19.8747,96.1941,ဥတ္တရခရိုင်,20.0308,96.1153,ဥတ္တရသီရိမြို့နယ်,19.891,96.043,ဥတ္တရသီရိမြို့,19.891,96.043,ကြီးပွားရွာ,19.91470909,96.02281189,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,လေးမျက်နှာမြို့နယ်,17.60038,95.17454,လေးမျက်နှာမြို့,17.60038,95.17454,ကြီးပေါက်ကုန်းရွာ,17.63829041,95.10346985,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,သာယာဝတီခရိုင်,18.3,94.184,အုတ်ဖိုမြို့နယ်,18.13023,95.67177,အိုးသည်ကုန်းမြို့,18.0432,95.6935,ကြီးဖြူရွာ,18.03027916,95.71452332,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မကွေးခရိုင်,20.2859,95.2594,ချောက်မြို့နယ်,20.90913,94.7939,စလေမြို့,20.8338,94.7424,ကြီးမြင့်မြောက်ရွာ,20.56671805,94.93117413,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ပခုက္ကူခရိုင်,21.3553,94.8038,ပခုက္ကူမြို့နယ်,21.33435,95.09053,မြစ်ခြေမြို့,21.2454,94.8511,ကြီးရွာ,21.38871002,95.11476898,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ဂန့်ဂေါခရိုင်,21.728,94.175,စောမြို့နယ်,21.155253,94.153079,ကျောက်ထုမြို့,21.406,94.136,ကြီးရွာ,21.51959991,94.12618256,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,သာယာဝတီခရိုင်,18.3,94.184,မင်းလှမြို့နယ်,19.96559,95.0367,စစ်ကွင်းမြို့,17.8941,95.7232,ကြီးလူးရွာ,17.87002945,95.73934937,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မင်းဘူးခရိုင်,20.3092,94.411,စေတုတ္ထရာမြို့နယ်,20.4466,94.24559,စေတုတ္ထရာမြို့,20.4466,94.24559,ကြီးဝရွာ,20.36102295,94.3187027,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,အင်္ဂပူမြို့နယ်,17.81833,95.26876,မဲဇလီကုန်းမြို့,17.9009,95.2288,ကြီးဝိုင်းကြီးရွာ,17.79121017,95.08126068,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,ဟင်္သာတမြို့နယ်,17.6458,95.461,တလုတ္ထော်မြို့,17.6419,95.3046,ကြီးအိုင်ကြီးရွာ,17.59174728,95.30210876,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ယင်းမာပင်ခရိုင်,22.0784,94.89716,ကနီမြို့နယ်,22.43291,94.84847,ကနီမြို့,22.43291,94.84847,ကြီးအိုင်ရွာ,22.58414078,94.83918762,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ရွှေဘိုခရိုင်,22.5402,95.4132,ခင်ဦးမြို့နယ်,22.77016,95.62149,ခင်ဦးမြို့,22.77016,95.62149,ကြီးအိုင်ရွာ,22.71180916,95.45471191,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မင်းဘူးခရိုင်,20.3092,94.411,စေတုတ္ထရာမြို့နယ်,20.4466,94.24559,စေတုတ္ထရာမြို့,20.4466,94.24559,ကြီးအုံရွာ,20.37452316,94.31692505,,,
မွန်ပြည်နယ်,16.306,97.553,မော်လမြိုင်ခရိုင်,16.1138,97.6616,ကျိုက်မရောမြို့နယ်,16.35125,97.55048,ကျိုက်မရောမြို့,16.37045,97.72411,ကြီးအုပ်ရွာ,16.39669,97.941078,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မကွေးခရိုင်,20.2859,95.2594,တောင်တွင်းကြီးမြို့နယ်,20.00187,95.54614,တောင်တွင်းကြီးမြို့,20.00187,95.54614,ကြီးအောင်းရွာ,20.00385475,95.56199646,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မကွေးခရိုင်,20.2859,95.2594,တောင်တွင်းကြီးမြို့နယ်,20.00187,95.54614,တောင်တွင်းကြီးမြို့,20.00187,95.54614,ကြီးအောင်ရွာ,19.85359764,95.61064148,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,လေးမျက်နှာမြို့နယ်,17.60038,95.17454,လေးမျက်နှာမြို့,17.60038,95.17454,ကြီကြီးရွာ,17.61459923,95.04804993,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,မြင်းခြံခရိုင်,21.345,95.5275,တောင်သာမြို့နယ်,21.27603,95.44541,တောင်သာမြို့,21.27603,95.44541,ကြီကုန်းရွာ,21.1270504,95.33743286,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,ပြည်ခရိုင်,18.9141,95.3139,ပေါင်းတည်မြို့နယ်,18.48947,95.50721,ပေါင်းတည်မြို့,18.48947,95.50721,ကြုံးကြုံးကြရွာ,18.4654007,95.39179993,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,သရက်ခရိုင်,19.417,95.089,မင်းတုန်းမြို့နယ်,19.35131067,94.73233488,မင်းတုန်းမြို့,19.35131067,94.73233488,ကြုံးရွာ,19.62421989,94.50845337,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,မုံရွာခရိုင်,22.2131,95.2921,ဘုတလင်မြို့နယ်,22.38918,95.14857,ဘုတလင်မြို့,22.38918,95.14857,ကြုံးရွာ,22.49879074,95.09590912,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်တောင်ပိုင်းခရိုင်,16.6224,96.2292,သုံးခွမြို့နယ်,16.7586,96.52309,သုံးခွမြို့,16.7586,96.52309,ကြုံကြိတ်ရွာ,16.71954918,96.52671051,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,မအူပင်ခရိုင်,16.73023,95.6494,မအူပင်မြို့နယ်,16.73023,95.6494,မအူပင်မြို့,16.73023,95.6494,ကြုံကြိုက်ရွာ,16.52533913,95.85019684,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်မြောက်ပိုင်းခရိုင်,17.2661,96.0095,,,,,,,ကြုံစုရွာ,16.89802933,96.03922272,,,
ရှမ်းပြည်နယ်,20.943,99.827,ကျိုင်းတုံခရိုင်,21.3962,99.2615,မိုင်းပျဉ်းမြို့နယ်,21.3502,99.026,မိုင်းပျဉ်းမြို့,21.3502,99.026,ကြုံဆာရွာ,21.3574354,99.2229729,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်မြောက်ပိုင်းခရိုင်,17.2661,96.0095,တိုက်ကြီးမြို့နယ်,17.424,95.9718,အဖျောက်မြို့,17.38239,95.69338,ကြုံတကင်းရွာ,17.34794998,95.70604706,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ရွှေဘိုခရိုင်,22.5402,95.4132,ဒီပဲယင်းမြို့နယ်,22.68692,95.31858,စိုင်ပြင်မြို့,22.5561,95.2366,ကြုံတောရွာ,22.60040092,95.46764374,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,မအူပင်ခရိုင်,16.73023,95.6494,ပန်းတနော်မြို့နယ်,16.98212,95.46595,ပန်းတနော်မြို့,16.98212,95.46595,ကြုံပတောရွာ,16.90241051,95.35164642,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်တောင်ပိုင်းခရိုင်,16.6224,96.2292,ခရမ်းမြို့နယ်,16.90544,96.5605,ခရမ်းမြို့,16.90544,96.5605,ကြုံမရမ်းရွာ,16.83058929,96.47145081,,,
ရှမ်းပြည်နယ်,22.834,97.866,ကိုးကန့်ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,23.6741,98.6902,လောက်ကိုင်မြို့နယ်,23.69163,98.76408,လောက်ကိုင်မြို့,23.69163,98.76408,ကြုံရှမ်းရွာ,23.57895088,98.7171936,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,ဟင်္သာတမြို့နယ်,17.6458,95.461,တလုတ္ထော်မြို့,17.6419,95.3046,ကြုံလဟာရွာ,17.68046951,95.38755035,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်မြောက်ပိုင်းခရိုင်,17.2661,96.0095,လှည်းကူးမြို့နယ်,17.09875,96.22745,လှည်းကူးမြို့,17.09875,96.22745,ကြုတ်ချောင်းရွာ,17.4022736,96.2344226,,,
ချင်းပြည်နယ်,22.332,93.049,မင်းတပ်ခရိုင်,21.4435,93.5445,မင်းတပ်မြို့နယ်,21.37652,93.99439,မကွီအိမ်နူးမြို့,21.1727,93.5945,ကြုတ်ရွာသစ်ရွာ,21.5326004,93.62731171,,,
ချင်းပြည်နယ်,22.332,93.049,မင်းတပ်ခရိုင်,21.4435,93.5445,မင်းတပ်မြို့နယ်,21.37652,93.99439,မကွီအိမ်နူးမြို့,21.1727,93.5945,ကြုတ်ရွာဟောင်းရွာ,21.5194397,93.61148071,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,မော်လိုက်ခရိုင်,23.948,94.7736,မော်လိုက်မြို့နယ်,23.63512,94.41201,မော်လိုက်မြို့,23.63512,94.41201,ကြုတ်သာရွာ,23.62018967,94.64240265,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ပုသိမ်ခရိုင်,16.7838,94.5765,ကျောင်းကုန်းမြို့နယ်,17.10768,95.1904,ကျောင်းကုန်းမြို့,17.10768,95.1904,ကြူကွင်းရွာ,17.02519035,95.1622467,,,
ရှမ်းပြည်နယ်,22.834,97.866,လားရှိုးခရိုင်,22.8477,97.9349,ကွမ်းလုံမြို့နယ်,23.41645472,98.65052624,ကွမ်းလုံမြို့,23.41645472,98.65052624,ကြူကော်ရွှင်ရွာ,23.35017967,98.54956055,,,
ရှမ်းပြည်နယ်,22.834,97.866,ကျောက်မဲခရိုင်,22.2491,96.898,နောင်ချိုမြို့နယ်,22.33003,96.79895,နောင်ချိုမြို့,22.33003,96.79895,ကြူကော်ရွာ,22.39719009,96.55352783,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,မြင်းခြံခရိုင်,21.345,95.5275,တောင်သာမြို့နယ်,21.27603,95.44541,တောင်သာမြို့,21.27603,95.44541,ကြူချောင်းရွာ,21.15212059,95.41857147,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မကွေးခရိုင်,20.2859,95.2594,နတ်မောက်မြို့နယ်,20.35339,95.39966,နတ်မောက်မြို့,20.35339,95.39966,ကြူချောင်းရွာ,20.41741943,95.34181213,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,16.4657,96.4023,,,,,,,ကြူချောင်းရွာ,16.97439957,96.26940155,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ယင်းမာပင်ခရိုင်,22.0784,94.89716,ပုလဲမြို့နယ်,21.93415,94.87486,ပုလဲမြို့,21.93415,94.87486,ကြူခြံရွာ,22.01576996,94.7388382,,,
ရှမ်းပြည်နယ်,20.795,97.509,လွိုင်လင်ခရိုင်,21.3156,97.5105,လွိုင်လင်မြို့နယ်,20.9146,97.5462,ပင်လုံမြို့,20.991,97.532,ကြူခါးရွာ,21.0229702,97.42102051,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,မအူပင်ခရိုင်,16.73023,95.6494,ပန်းတနော်မြို့နယ်,16.98212,95.46595,ပန်းတနော်မြို့,16.98212,95.46595,ကြူဂရက်ကျုံဂရက်ရွာ,16.98350906,95.35693359,,,
ရှမ်းပြည်နယ်,22.834,97.866,မူဆယ်ခရိုင်,23.7143,97.9678,နမ့်ခမ်းမြို့နယ်,23.837,97.6818,နမ့်ခမ်းမြို့,23.837,97.6818,ကြူဆိုင်းရွာ,23.78963089,97.67932129,,,
ပဲခူးတိုင်းဒေသကြီး,18.168,96.509,တောင်ငူခရိုင်,18.616,96.931,တောင်ငူမြို့နယ်,18.94546,96.42966,ကေတုမတီမြို့,19.01432,96.40357,ကြူဇောင်းရွာ,18.98307037,96.47398376,,,
ပဲခူးတိုင်းဒေသကြီး,18.168,96.509,တောင်ငူခရိုင်,18.616,96.931,ရေတာရှည်မြို့နယ်,19.15676,96.34272,မြို့လှမြို့,19.40442,96.26628,ကြူဇောင်းရွာ,19.29552078,96.30776978,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ပုသိမ်ခရိုင်,16.7838,94.5765,ကန်ကြီးထောင့်မြို့နယ်,16.9329,94.89476,ကန်ကြီးထောင့်မြို့,16.9329,94.89476,ကြူတန်းကျောင်းကုန်းရွာ,16.874806,94.907366,,,
ရှမ်းပြည်နယ်,22.834,97.866,လားရှိုးခရိုင်,22.8477,97.9349,လားရှိုးမြို့နယ်,22.95277,97.74747,လားရှိုးမြို့,22.95277,97.74747,ကြူတီးရွာ,22.83794022,97.91282654,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,ပြည်ခရိုင်,18.9141,95.3139,ပေါင်းတည်မြို့နယ်,18.48947,95.50721,ပေါင်းတည်မြို့,18.48947,95.50721,ကြူတောကန်ရွာ,18.50041008,95.46169281,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,မြောင်းမြခရိုင်,16.59926,94.92977,မြောင်းမြမြို့နယ်,16.59926,94.92977,မြောင်းမြမြို့,16.59926,94.92977,ကြူတောကွင်းရွာ,16.42436028,95.01937103,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ပင်လည်ဘူးမြို့နယ်,24.08089,95.37026,ပင်လည်ဘူးမြို့,24.08089,95.37026,ကြူတောကိုင်းရွာ,23.93785095,95.47006226,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မင်းဘူးခရိုင်,20.3092,94.411,စလင်းမြို့နယ်,20.5772,94.65936,စလင်းမြို့,20.5772,94.65936,ကြူတောတောင်ရွာ,20.776578,94.666572,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,လပ္ပတ္တာခရိုင်,16.14557,94.75889,လပ္ပတ္တာမြို့နယ်,16.14557,94.75889,လပွတ္တာမြို့,16.14557,94.75889,ကြူတောရွာ,16.29534912,95.00702667,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,မြန်အောင်မြို့နယ်,18.0935,95.269,အင်ပင်မြို့,18.0935,95.269,ကြူတောရွာ,18.03174973,95.42167664,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ပခုက္ကူခရိုင်,21.3553,94.8038,ပေါက်မြို့နယ်,21.45215,94.47374,ပေါက်မြို့,21.45215,94.47374,ကြူတောရွာ,21.40686989,94.6131134,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ဂန့်ဂေါခရိုင်,21.728,94.175,စောမြို့နယ်,21.155253,94.153079,ကျောက်ထုမြို့,21.406,94.136,ကြူတောရွာ,21.38081932,94.23285675,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ကောလင်းမြို့နယ်,23.79026,95.68339,ကောလင်းမြို့,23.79026,95.68339,ကြူတောရွာ,23.79788971,95.70330811,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ဝန်းသိုမြို့နယ်,23.89924064,95.68193027,ဝန်းသိုမြို့,23.89924064,95.68193027,ကြူတောရွာ,23.92816925,95.79152679,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ဝန်းသိုမြို့နယ်,23.89924064,95.68193027,ဝန်းသိုမြို့,23.89924064,95.68193027,ကြူတောရွာ,23.91106987,95.71485138,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်တောင်ပိုင်းခရိုင်,16.6224,96.2292,ခရမ်းမြို့နယ်,16.90544,96.5605,ခရမ်းမြို့,16.90544,96.5605,ကြူတောရွာ,16.89639091,96.45435333,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ပုသိမ်ခရိုင်,16.7838,94.5765,ကျောင်းကုန်းမြို့နယ်,17.10768,95.1904,ကျောင်းကုန်းမြို့,17.10768,95.1904,ကြူတောရိုးရွာ,16.92975044,95.08804321,,,
ရန်ကုန်တိုင်းဒေသကြီး,16.797,96.158,ရန်ကုန်တောင်ပိုင်းခရိုင်,16.6224,96.2292,သုံးခွမြို့နယ်,16.7586,96.52309,သုံးခွမြို့,16.7586,96.52309,ကြူတောဝရွာ,16.81081963,96.57077789,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မင်းဘူးခရိုင်,20.3092,94.411,စလင်းမြို့နယ်,20.5772,94.65936,စလင်းမြို့,20.5772,94.65936,ကြူတောအလယ်ရွာ,20.778785,94.672666,,,
ရှမ်းပြည်နယ်,20.795,97.509,လွိုင်လင်ခရိုင်,21.3156,97.5105,လွိုင်လင်မြို့နယ်,20.9146,97.5462,ပင်လုံမြို့,20.991,97.532,ကြူနိမ့်ရွာ,21.03838921,97.43868256,,,
ရှမ်းပြည်နယ်,22.834,97.866,မူဆယ်ခရိုင်,23.7143,97.9678,မူဆယ်မြို့နယ်,23.927,98.232,(မန်ဟျိုး)မန်ဟီးရိုးမြို့,23.95176337,97.80064245,ကြူပတ်ရွာ,23.83410072,98.00102234,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,နာဂကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,26.6358,95.7266,နန်းယွန်းမြို့နယ်,26.97909,96.17466,ဒုံဟီးမြို့,26.77569745,95.79165454,ကြူယန်းနုတ်ညိုရွာ,26.69454,95.492927,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,နာဂကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,26.6358,95.7266,နန်းယွန်းမြို့နယ်,26.97909,96.17466,ဒုံဟီးမြို့,26.77569745,95.79165454,ကြူယန်းလောင်ကိုင်ရွာ,26.670491,95.450564,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,နာဂကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,26.6358,95.7266,နန်းယွန်းမြို့နယ်,26.97909,96.17466,ဒုံဟီးမြို့,26.77569745,95.79165454,ကြူယန်းဿရွတ်ရွာ,26.676522,95.490335,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ပခုက္ကူခရိုင်,21.3553,94.8038,ရေစကြိုမြို့နယ်,21.6338783,95.24530058,ရေစကြိုမြို့,21.6338783,95.24530058,ကြူရွာမရွာ,21.43309021,95.19299316,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ပခုက္ကူခရိုင်,21.3553,94.8038,ရေစကြိုမြို့နယ်,21.6338783,95.24530058,ရေစကြိုမြို့,21.6338783,95.24530058,ကြူရွာသစ်ရွာ,21.43502998,95.19415283,,,
ရှမ်းပြည်နယ်,22.834,97.866,ကျောက်မဲခရိုင်,22.2491,96.898,ကျောက်မဲမြို့နယ်,22.52707,97.04515,မိုင်းလုံမြို့,22.7908,96.62431,ကြူရှောတောင်ရွာ,22.60070038,96.96517181,,,
ရှမ်းပြည်နယ်,22.834,97.866,ကျောက်မဲခရိုင်,22.2491,96.898,ကျောက်မဲမြို့နယ်,22.52707,97.04515,မိုင်းလုံမြို့,22.7908,96.62431,ကြူရှောမြောက်ရွာ,22.6121198,96.9650856,,,
ရှမ်းပြည်နယ်,22.834,97.866,လားရှိုးခရိုင်,22.8477,97.9349,မိုင်းရယ်မြို့နယ်,22.4276179,98.0389972,မိုင်းရယ်မြို့,22.4276179,98.0389972,ကြူဝင်းရွာ,22.549287,97.9027054,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,ပြည်ခရိုင်,18.9141,95.3139,ပေါက်ခေါင်းမြို့နယ်,18.9028,95.54819,ပေါက်ခေါင်းမြို့,18.9028,95.54819,ကြူဝတ်ရွာ,19.09756088,95.39660645,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,မန္တလေးခရိုင်,21.9243,96.1599,ပုသိမ်ကြီးမြို့နယ်,22.00399394,96.16465066,ပုသိမ်ကြီးမြို့,22.00399394,96.16465066,ကြူဝန်းရွာ,21.89611053,96.23142242,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မင်းဘူးခရိုင်,20.3092,94.411,ပွင့်ဖြူမြို့နယ်,20.36334,94.66933,ပွင့်ဖြူမြို့,20.36334,94.66933,ကြူဝန်းရွာ,20.30847931,94.51682281,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မင်းဘူးခရိုင်,20.3092,94.411,စလင်းမြို့နယ်,20.5772,94.65936,စလင်းမြို့,20.5772,94.65936,ကြူဝန်းရွာ,20.54067993,94.70361328,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မင်းဘူးခရိုင်,20.3092,94.411,စလင်းမြို့နယ်,20.5772,94.65936,စလင်းမြို့,20.5772,94.65936,ကြူဝန်းရွာ,20.59923935,94.73262024,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ဂန့်ဂေါခရိုင်,21.728,94.175,ထီးလင်းမြို့နယ်,21.69636,94.09278,ထီးလင်းမြို့,21.69636,94.09278,ကြူသာရွာ,21.87063026,94.17996216,,,
ပဲခူးတိုင်းဒေသကြီး,18.168,96.509,တောင်ငူခရိုင်,18.616,96.931,ဖြူးမြို့နယ်,18.47888,96.42943,ဇေယျ၀တီမြို့,18.54097,96.43084,ကြူအင်းဆားဂွန်းရွာ,18.58889961,96.44117737,,,
ပဲခူးတိုင်းဒေသကြီး,18.168,96.509,တောင်ငူခရိုင်,18.616,96.931,တောင်ငူမြို့နယ်,18.94546,96.42966,ကေတုမတီမြို့,19.01432,96.40357,ကြူအင်းရွာ,18.9793396,96.28991699,,,
နေပြည်တော်ပြည်ထောင်စုနယ်မြေ,19.8747,96.1941,ဥတ္တရခရိုင်,20.0308,96.1153,တပ်ကုန်းမြို့နယ်,20.13041,96.20297,တပ်ကုန်းမြို့,20.13041,96.20297,ကြူအင်းရွာ,20.15704918,96.07958221,,,
ပဲခူးတိုင်းဒေသကြီး,18.168,96.509,တောင်ငူခရိုင်,18.616,96.931,ဖြူးမြို့နယ်,18.47888,96.42943,ဇေယျ၀တီမြို့,18.54097,96.43084,ကြူအင်းအနောက်ရွာ,18.58301926,96.45789337,,,
ပဲခူးတိုင်းဒေသကြီး,18.168,96.509,တောင်ငူခရိုင်,18.616,96.931,ဖြူးမြို့နယ်,18.47888,96.42943,ဇေယျ၀တီမြို့,18.54097,96.43084,ကြူအင်းအရှေ့ရွာ,18.58147049,96.47029877,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မကွေးခရိုင်,20.2859,95.2594,နတ်မောက်မြို့နယ်,20.35339,95.39966,နတ်မောက်မြို့,20.35339,95.39966,ကြူအိုင်ရွာ,20.36994743,95.4177475,,,
ရှမ်းပြည်နယ်,20.795,97.509,တောင်ကြီးခရိုင်,21.0608,96.8623,ကလောမြို့နယ်,20.62917,96.56249,ဟဲဟိုးမြို့,20.7221,96.8239,ကြေးကုန်းရွာ,20.63763046,96.6013031,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,သရက်ခရိုင်,19.417,95.089,ဆင်ပေါင်ဝဲမြို့နယ်,19.72291986,95.16185986,ဆင်ပေါင်ဝဲမြို့,19.72291986,95.16185986,ကြေးခိုင်မရွာ,19.7071209,95.42294312,,,
ရှမ်းပြည်နယ်,20.795,97.509,တောင်ကြီးခရိုင်,21.0608,96.8623,ညောင်ရွှေမြို့နယ်,20.6691,96.9234,နန်းပန်မြို့,20.45492935,96.90596008,ကြေးစားကုန်းရွာ,20.55314064,96.8946991,,,
