state,state_latitude,state_longitude,district,district_latitude,district_longitude,township,township_latitude,township_longitude,city,city_latitude,city_longitude,village,village_latitude,village_longitude,ward,ward_latitude,ward_longitude
တနင်္သာရီတိုင်းဒေသကြီး,12.321,98.459,မြိတ်ခရိုင်,12.5753,98.3647,တနင်္သာရီမြို့နယ်,12.0934,99.0124,မောတောင်မြို့,11.7952,99.6275,တောင်ပိုင်းကွင်းသစ်ရွာ,12.09215,99.12953,,,
မွန်ပြည်နယ်,16.306,97.553,သထုံခရိုင်,17.1022,97.2587,ပေါင်မြို့နယ်,16.6212,97.4594,ဇင်းကျိုက်မြို့,16.69655,97.42371,တောင်ပိုင်းရွာ,16.5073452,97.36490631,,,
မွန်ပြည်နယ်,16.306,97.553,သထုံခရိုင်,17.1022,97.2587,ပေါင်မြို့နယ်,16.6212,97.4594,ဇင်းကျိုက်မြို့,16.69655,97.42371,တောင်ပိုင်းရွာ,16.55894,97.60105,,,
မွန်ပြည်နယ်,16.306,97.553,မော်လမြိုင်ခရိုင်,16.1138,97.6616,သံဖြူဇရပ်မြို့နယ်,15.97078,97.72287,ကျိုက္ခမီမြို့,16.08,97.5675,တောင်ပိုင်းရွာ,16.03196907,97.57589722,,,
မွန်ပြည်နယ်,16.306,97.553,သထုံခရိုင်,17.1022,97.2587,သထုံမြို့နယ်,16.9105,97.3667,သုဝဏ္ဏဝတီမြို့,17.06022,97.30482,တောင်ပိုင်းရွာ,16.84799004,97.37072754,,,
မွန်ပြည်နယ်,16.306,97.553,သထုံခရိုင်,17.1022,97.2587,သထုံမြို့နယ်,16.9105,97.3667,သုဝဏ္ဏဝတီမြို့,17.06022,97.30482,တောင်ပိုင်းရွာ,16.83580208,97.40156555,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,ညောင်ဦးခရိုင်,20.8915,95.1773,ညောင်ဦးမြို့နယ်,21.2,94.86257,ပုဂံမြို့,21.13197,94.86257,တောင်ပုံ၀ရွာ,21.09601974,94.95793915,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ကောလင်းမြို့နယ်,23.79026,95.68339,ကောလင်းမြို့,23.79026,95.68339,တောင်ပုံရွာ,23.54815938,95.86915898,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,မုံရွာခရိုင်,22.2131,95.2921,မုံရွာမြို့နယ်,22.12168,95.13963,မုံရွာမြို့,22.12168,95.13963,တောင်ပုံရွာ,22.04221916,95.21472931,,,
ရခိုင်ပြည်နယ်,19.417,93.538,စစ်တွေခရိုင်,20.4028,92.9213,ပေါက်တောမြို့နယ်,20.18098,93.06817,ပေါက်တောမြို့,20.18098,93.06817,တောင်ပုတ်ကေရွာ,20.13858032,93.09049225,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ကောလင်းမြို့နယ်,23.79026,95.68339,ကောလင်းမြို့,23.79026,95.68339,တောင်ပုတ်စုရွာ,23.75325012,95.78807831,,,
ရှမ်းပြည်နယ်,20.795,97.509,တောင်ကြီးခရိုင်,21.0608,96.8623,ညောင်ရွှေမြို့နယ်,20.6691,96.9234,နန်းပန်မြို့,20.45492935,96.90596008,တောင်ပုရွာ,20.63102913,96.96531677,,,
ရှမ်းပြည်နယ်,20.795,97.509,ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,21.1799,96.4737,ပင်းတယမြို့နယ်,20.94158,96.66279,ပင်းတယမြို့,20.94158,96.66279,တောင်ပုရွာ,21.08550072,96.74659729,,,
တနင်္သာရီတိုင်းဒေသကြီး,12.321,98.459,မြိတ်ခရိုင်,12.5753,98.3647,ကျွန်းစုမြို့နယ်,12.47386023,98.45443086,ကျွန်းစုမြို့,12.47386023,98.45443086,တောင်ပုရွာ,12.31422,98.73687,,,
တနင်္သာရီတိုင်းဒေသကြီး,12.321,98.459,မြိတ်ခရိုင်,12.5753,98.3647,မြိတ်မြို့နယ်,12.44112,98.60978,မြိတ်မြို့,12.44112,98.60978,တောင်ပုရွာ,12.31632,98.84225,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,မိတ္ထီလာခရိုင်,20.9582,96.0191,ဝမ်းတွင်းမြို့နယ်,21.09691,96.03001,ဝမ်းတွင်းမြို့,21.09691,96.03001,တောင်ပုလုရွာ,21.03469086,95.83614349,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,သရက်ခရိုင်,19.417,95.089,အောင်လံမြို့နယ်,19.35855,95.21684,အောင်လံမြို့,19.35855,95.21684,တောင်ပုလုရွာ,19.24463081,95.47717285,,,
ရခိုင်ပြည်နယ်,19.417,93.538,မောင်တောခရိုင်,20.9668,92.4618,ဘူးသီးတောင်မြို့နယ်,20.87498,92.525,ဘူးသီးတောင်မြို့,20.87498,92.525,တောင်ပုလဲတောင်ရွာ,20.88254929,92.5513382,,,
တနင်္သာရီတိုင်းဒေသကြီး,12.321,98.459,မြိတ်ခရိုင်,12.5753,98.3647,မြိတ်မြို့နယ်,12.44112,98.60978,မြိတ်မြို့,12.44112,98.60978,တောင်ပုလဲရွာ,12.3749,98.76647,,,
တနင်္သာရီတိုင်းဒေသကြီး,12.321,98.459,မြိတ်ခရိုင်,12.5753,98.3647,ပုလောမြို့နယ်,12.9726,98.6323,ပလမြို့,12.849283,98.6618826,တောင်ပုလဲရွာ,12.99304,98.6783,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,မြောင်းမြခရိုင်,16.59926,94.92977,မြောင်းမြမြို့နယ်,16.59926,94.92977,မြောင်းမြမြို့,16.59926,94.92977,တောင်ပူစာရွာ,16.48280525,94.90644073,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,မိတ္ထီလာခရိုင်,20.9582,96.0191,သာစည်မြို့နယ်,20.85019,96.05838,သာစည်မြို့,20.85019,96.05838,တောင်ပူစာရွာ,20.72122955,96.19236755,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,လေးမျက်နှာမြို့နယ်,17.60038,95.17454,လေးမျက်နှာမြို့,17.60038,95.17454,တောင်ပေကုန်းရွာ,17.58358955,95.0306015,,,
ကရင်ပြည်နယ်,17.39,97.657,ကော့ကရိတ်ခရိုင်,16.0402,98.2119,ကြာအင်းဆိပ်ကြီးမြို့နယ်,16.04079,98.12322,ကြာအင်းဆိပ်ကြီးမြို့,16.04079,98.12322,တောင်ပေါက်ရွာ,15.91942024,98.03125763,,,
ရခိုင်ပြည်နယ်,19.417,93.538,သံတွဲခရိုင်,18.0212,94.514,ဂွမြို့နယ်,17.59089,94.57237,ကျိန္တလီမြို့,18.00712,94.49141,တောင်ပေါက်ရွာ,17.50354004,94.56130219,,,
ရခိုင်ပြည်နယ်,19.417,93.538,မြောက်ဦးခရိုင်,20.4311,93.2909,ကျောက်တော်မြို့နယ်,20.84396,92.97282,ကျောက်တော်မြို့,20.84396,92.97282,တောင်ပေါက်ရွာ,20.8064003,92.98214722,,,
ရခိုင်ပြည်နယ်,19.417,93.538,မြောက်ဦးခရိုင်,20.4311,93.2909,ကျောက်တော်မြို့နယ်,20.84396,92.97282,ကျောက်တော်မြို့,20.84396,92.97282,တောင်ပေါက်ရွာ,20.71592712,92.87020111,,,
ရခိုင်ပြည်နယ်,19.417,93.538,သံတွဲခရိုင်,18.0212,94.514,သံတွဲမြို့နယ်,18.4723,94.3647,ငပလီမြို့,18.43755,94.3206,တောင်ပေါက်ရွာ,18.39300919,94.37716675,,,
ရခိုင်ပြည်နယ်,19.417,93.538,သံတွဲခရိုင်,18.0212,94.514,တောင်ကုတ်မြို့နယ်,18.9693,94.4179,တန်းလွဲရွာမမြို့,18.998289,94.12645,တောင်ပေါက်ရွာ,19.0899601,94.20094299,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကလေးခရိုင်,22.9413,94.4385,မင်းကင်းမြို့နယ်,22.87781,94.4942,မင်းကင်းမြို့,22.87781,94.4942,တောင်ပေါက်ရွာ,22.98887062,94.40454865,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ယင်းမာပင်ခရိုင်,22.0784,94.89716,ကနီမြို့နယ်,22.43291,94.84847,ကနီမြို့,22.43291,94.84847,တောင်ပေါက်အနောက်ရွာ,22.41531944,94.73542023,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ယင်းမာပင်ခရိုင်,22.0784,94.89716,ကနီမြို့နယ်,22.43291,94.84847,ကနီမြို့,22.43291,94.84847,တောင်ပေါက်အရှေ့ရွာ,22.4191494,94.73844147,,,
ရှမ်းပြည်နယ်,20.795,97.509,ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,21.1799,96.4737,ပင်းတယမြို့နယ်,20.94158,96.66279,ပင်းတယမြို့,20.94158,96.66279,တောင်ပေါ်ကြီးရွာ,20.96266937,96.64058685,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,အင်္ဂပူမြို့နယ်,17.81833,95.26876,မဲဇလီကုန်းမြို့,17.9009,95.2288,တောင်ပေါ်ကုန်းရွာ,17.92822075,95.2399292,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,အင်္ဂပူမြို့နယ်,17.81833,95.26876,မဲဇလီကုန်းမြို့,17.9009,95.2288,တောင်ပေါ်ကုန်းရွာ,18.01288986,95.25797272,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,အင်္ဂပူမြို့နယ်,17.81833,95.26876,မဲဇလီကုန်းမြို့,17.9009,95.2288,တောင်ပေါ်ကုန်းရွာ,17.88475037,95.12693024,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,လပ္ပတ္တာခရိုင်,16.14557,94.75889,လပ္ပတ္တာမြို့နယ်,16.14557,94.75889,လပွတ္တာမြို့,16.14557,94.75889,တောင်ပေါ်စုရွာ,16.26153946,94.66472626,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,မြောင်းမြခရိုင်,16.59926,94.92977,မြောင်းမြမြို့နယ်,16.59926,94.92977,မြောင်းမြမြို့,16.59926,94.92977,တောင်ပေါ်စုရွာ,16.45482063,94.85958099,,,
ပဲခူးတိုင်းဒေသကြီး,18.168,96.509,ပဲခူးခရိုင်,17.3403,96.4198,ကျောက်တံခါးမြို့နယ်,18.15949,96.61789,ဖဒိုမြို့,18.0377,96.5549,တောင်ပေါ်စုရွာ,18.01602936,96.5306778,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,သာယာဝတီခရိုင်,18.3,94.184,လက်ပံတန်းမြို့နယ်,17.779,95.74529,လက်ပံတန်းမြို့,17.779,95.74529,တောင်ပေါ်စုရွာ,17.85008049,95.80555725,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,ညောင်ဦးခရိုင်,20.8915,95.1773,ကျောက်ပန်းတောင်းမြို့နယ်,20.84248,95.13218,ကျောက်ပန်းတောင်းမြို့,20.84248,95.13218,တောင်ပေါ်တောင်ရွာ,20.95228004,95.24152374,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,ညောင်ဦးခရိုင်,20.8915,95.1773,ကျောက်ပန်းတောင်းမြို့နယ်,20.84248,95.13218,ကျောက်ပန်းတောင်းမြို့,20.84248,95.13218,တောင်ပေါ်ဗလုံရွာ,20.78729057,95.41423798,,,
ရှမ်းပြည်နယ်,20.795,97.509,တောင်ကြီးခရိုင်,21.0608,96.8623,ကလောမြို့နယ်,20.62917,96.56249,ဟဲဟိုးမြို့,20.7221,96.8239,တောင်ပေါ်မြို့စိုးရွာ,21.00645065,96.8214035,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,ညောင်ဦးခရိုင်,20.8915,95.1773,ကျောက်ပန်းတောင်းမြို့နယ်,20.84248,95.13218,ကျောက်ပန်းတောင်းမြို့,20.84248,95.13218,တောင်ပေါ်မြောက်ရွာ,20.95904922,95.24143982,,,
မွန်ပြည်နယ်,16.306,97.553,မော်လမြိုင်ခရိုင်,16.1138,97.6616,သံဖြူဇရပ်မြို့နယ်,15.97078,97.72287,ကျိုက္ခမီမြို့,16.08,97.5675,တောင်ပေါ်ရွာ,15.74839973,97.83968353,,,
ရခိုင်ပြည်နယ်,19.417,93.538,သံတွဲခရိုင်,18.0212,94.514,သံတွဲမြို့နယ်,18.4723,94.3647,ငပလီမြို့,18.43755,94.3206,တောင်ပေါ်ရွာ,18.49768066,94.40661621,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ခန္တီးခရိုင်,25.5071,95.4712,ဟုမ္မလင်းမြို့နယ်,24.8746,94.8966,ရွှေပြည်အေးမြို့,24.68343537,94.73146774,တောင်ပေါ်ရွာ,24.46899986,94.68908691,,,
ရှမ်းပြည်နယ်,20.795,97.509,ပအိုဝ်းကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,20.4907,96.9516,ပင်လောင်းမြို့နယ်,20.1367,96.7853,ပင်လောင်းမြို့,19.98626219,96.58254462,တောင်ပေါ်ရွာ,20.13195992,96.77565002,,,
ရှမ်းပြည်နယ်,20.795,97.509,တောင်ကြီးခရိုင်,21.0608,96.8623,ကလောမြို့နယ်,20.62917,96.56249,ဟဲဟိုးမြို့,20.7221,96.8239,တောင်ပဲ့ရွာ,20.658625,96.453163,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကလေးခရိုင်,22.9413,94.4385,မင်းကင်းမြို့နယ်,22.87781,94.4942,မင်းကင်းမြို့,22.87781,94.4942,တောင်ဖြူရွာ,22.93656921,94.6671524,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ပခုက္ကူခရိုင်,21.3553,94.8038,ဆိပ်ဖြူမြို့နယ်,20.90651,94.79243,ဆိပ်ဖြူမြို့,20.90651,94.79243,တောင်ဖြူအနောက်ရွာ,21.20392036,94.65631866,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ပခုက္ကူခရိုင်,21.3553,94.8038,ဆိပ်ဖြူမြို့နယ်,20.90651,94.79243,ဆိပ်ဖြူမြို့,20.90651,94.79243,တောင်ဖြူအရှေ့ရွာ,21.20359993,94.66013336,,,
မွန်ပြည်နယ်,16.306,97.553,မော်လမြိုင်ခရိုင်,16.1138,97.6616,သံဖြူဇရပ်မြို့နယ်,15.97078,97.72287,ကျိုက္ခမီမြို့,16.08,97.5675,တောင်ဖလုရွာ,15.99868011,97.67736816,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,ဟင်္သာတမြို့နယ်,17.6458,95.461,တလုတ္ထော်မြို့,17.6419,95.3046,တောင်ဖို့တန်းရွာ,17.62793159,95.25765228,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,ပြည်ခရိုင်,18.9141,95.3139,ပန်းတောင်းမြို့နယ်,18.71524,95.14808,ဥရှစ်ပင်မြို့,18.68519,95.01383,တောင်ဖိုကွင်းရွာ,18.77931023,95.1606369,,,
ရှမ်းပြည်နယ်,20.795,97.509,ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,21.1799,96.4737,ရွာငံမြို့နယ်,21.16282,96.44229,ရွာငံမြို့,21.16282,96.44229,တောင်ဖီရွာ,21.35881996,96.51074219,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,မိတ္ထီလာခရိုင်,20.9582,96.0191,မိတ္ထီလာမြို့နယ်,20.88189,95.86311,မိတ္ထီလာမြို့,20.88189,95.86311,တောင်ဖီလာရွာ,20.78825951,95.87037659,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,ရမည်းသင်းခရိုင်,20.4289,96.0521,ပျော်ဘွယ်မြို့နယ်,20.59472,96.05094,ပျော်ဘွယ်မြို့,20.59472,96.05094,တောင်ဖီလာရွာ,20.69759941,95.89100647,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,သရက်ခရိုင်,19.417,95.089,မင်းတုန်းမြို့နယ်,19.35131067,94.73233488,မင်းတုန်းမြို့,19.35131067,94.73233488,တောင်ဖီလာရွာ,19.32365417,94.77560425,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မင်းဘူးခရိုင်,20.3092,94.411,စလင်းမြို့နယ်,20.5772,94.65936,စလင်းမြို့,20.5772,94.65936,တောင်ဖီလာရွာ,20.89240074,94.67886353,,,
ရခိုင်ပြည်နယ်,19.417,93.538,ကျောက်ဖြူခရိုင်,19.1277,93.7985,အမ်းမြို့နယ်,19.78128,94.02469,တပ်တောင်မြို့,19.5682,93.9358,တောင်ဖီလာရွာ,19.53133965,93.95184326,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကသာခရိုင်,23.9894,95.8543,အင်းတော်မြို့နယ်,24.22264,96.14475,မော်လူးမြို့,24.4649,96.1796,တောင်ဖီလာရွာ,24.42237091,96.12822723,,,
တနင်္သာရီတိုင်းဒေသကြီး,12.321,98.459,ထားဝယ်ခရိုင်,14.273,98.101,ထားဝယ်မြို့နယ်,14.07753,98.19636,ထားဝယ်မြို့,14.07753,98.19636,တောင်ဖီလာရွာ,14.28975964,98.41613007,,,
တနင်္သာရီတိုင်းဒေသကြီး,12.321,98.459,မြိတ်ခရိုင်,12.5753,98.3647,မြိတ်မြို့နယ်,12.44112,98.60978,မြိတ်မြို့,12.44112,98.60978,တောင်ဖီလာရွာ,12.36686993,98.74273682,,,
ရခိုင်ပြည်နယ်,19.417,93.538,စစ်တွေခရိုင်,20.4028,92.9213,ပေါက်တောမြို့နယ်,20.18098,93.06817,ပေါက်တောမြို့,20.18098,93.06817,တောင်ဖူးရွာ,20.13920021,93.01303101,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,သရက်ခရိုင်,19.417,95.089,အောင်လံမြို့နယ်,19.35855,95.21684,အောင်လံမြို့,19.35855,95.21684,တောင်ဗွေရွာ,19.45763016,95.24266052,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မကွေးခရိုင်,20.2859,95.2594,နတ်မောက်မြို့နယ်,20.35339,95.39966,နတ်မောက်မြို့,20.35339,95.39966,တောင်ဘက်ကြီးရွာ,20.63871002,95.15868378,,,
ပဲခူးတိုင်းဒေသကြီး,18.168,96.509,ပဲခူးခရိုင်,17.3403,96.4198,ရွှေကျင်မြို့နယ်,17.92304,96.87767,ရွှေကျင်မြို့,17.92304,96.87767,တောင်ဘက်ရွာ,17.90719032,96.86461639,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ပခုက္ကူခရိုင်,21.3553,94.8038,ပေါက်မြို့နယ်,21.45215,94.47374,ပေါက်မြို့,21.45215,94.47374,တောင်ဘက်ရွာ,21.32658958,94.41574097,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ဂန့်ဂေါခရိုင်,21.728,94.175,ထီးလင်းမြို့နယ်,21.69636,94.09278,ထီးလင်းမြို့,21.69636,94.09278,တောင်ဘက်ရွာ,21.66250038,94.10321045,,,
ရခိုင်ပြည်နယ်,19.417,93.538,မောင်တောခရိုင်,20.9668,92.4618,ဘူးသီးတောင်မြို့နယ်,20.87498,92.525,ဘူးသီးတောင်မြို့,20.87498,92.525,တောင်ဘဂုံးနားရွာ,20.84087944,92.51991272,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,ညောင်ဦးခရိုင်,20.8915,95.1773,ညောင်ဦးမြို့နယ်,21.2,94.86257,ပုဂံမြို့,21.13197,94.86257,တောင်ဘရွာ,21.12639999,94.96305847,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,ကျောက်ဆည်ခရိုင်,21.5521,96.3968,ကျောက်ဆည်မြို့နယ်,21.61325,96.13033,ကျောက်ဆည်မြို့,21.61325,96.13033,တောင်ဘလူရွာ,21.58348083,96.18464661,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မကွေးခရိုင်,20.2859,95.2594,ချောက်မြို့နယ်,20.90913,94.7939,စလေမြို့,20.8338,94.7424,တောင်ဘလူရွာ,20.64406967,94.78869629,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ကောလင်းမြို့နယ်,23.79026,95.68339,ကောလင်းမြို့,23.79026,95.68339,တောင်ဘလူရွာ,23.72343063,95.75491333,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,ပြည်ခရိုင်,18.9141,95.3139,ပန်းတောင်းမြို့နယ်,18.71524,95.14808,ဥရှစ်ပင်မြို့,18.68519,95.01383,တောင်ဘွေရွာ,18.69024086,95.08144379,,,
ရှမ်းပြည်နယ်,20.795,97.509,ပအိုဝ်းကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,20.4907,96.9516,ပင်လောင်းမြို့နယ်,20.1367,96.7853,ပင်လောင်းမြို့,19.98626219,96.58254462,တောင်ဘာရွာ,20.04756927,96.87680054,,,
တနင်္သာရီတိုင်းဒေသကြီး,12.321,98.459,မြိတ်ခရိုင်,12.5753,98.3647,တနင်္သာရီမြို့နယ်,12.0934,99.0124,မောတောင်မြို့,11.7952,99.6275,တောင်ဘိန်းရွာ,12.09527,99.11027,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဖျာပုံခရိုင်,16.28097,95.66946,ကျိုက်လတ်မြို့နယ်,16.44431,95.72614,ကျိုက်လတ်မြို့,16.44431,95.72614,တောင်ဘို့ကြီးရွာ,16.50922012,95.46485138,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,ပြည်ခရိုင်,18.9141,95.3139,ပန်းတောင်းမြို့နယ်,18.71524,95.14808,ဥရှစ်ပင်မြို့,18.68519,95.01383,တောင်ဘို့ကြီးရွာ,18.77560043,95.03183746,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ဂန့်ဂေါခရိုင်,21.728,94.175,စောမြို့နယ်,21.155253,94.153079,ကျောက်ထုမြို့,21.406,94.136,တောင်ဘို့ကြီးရွာ,21.04159927,94.1364212,,,
ပဲခူးတိုင်းဒေသကြီး,18.168,96.509,ပဲခူးခရိုင်,17.3403,96.4198,ပဲခူးမြို့နယ်,17.3403,96.4198,အင်းတကော်မြို့,17.18087,96.37637,တောင်ဘို့တစ်ရာရွာ,17.22641945,96.47202301,,,
ဧရာဝတီတိုင်းဒေသကြီး,17.092,95.14,ဟင်္သာတခရိုင်,17.6458,95.461,ဇလွန်မြို့နယ်,17.4781,95.55666,ဇလွန်မြို့,17.4781,95.55666,တောင်ဘို့တရာရွာ,17.59094048,95.52970123,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,သာယာဝတီခရိုင်,18.3,94.184,ကြို့ပင်ကောက်မြို့နယ်,18.22989,95.65259,ကြို့ပင်ကောက်မြို့,18.22989,95.65259,တောင်ဘို့ပြောင်ရွာ,18.27127075,95.73486328,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,ကျောက်ဆည်ခရိုင်,21.5521,96.3968,ကျောက်ဆည်မြို့နယ်,21.61325,96.13033,ကျောက်ဆည်မြို့,21.61325,96.13033,တောင်ဘို့ရွာ,21.56674004,96.15641022,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,ပခုက္ကူခရိုင်,21.3553,94.8038,မြိုင်မြို့နယ်,21.61256,94.85432,မြိုင်မြို့,21.61256,94.85432,တောင်ဘို့ရွာ,21.72650909,94.93238068,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,သာယာဝတီခရိုင်,18.3,94.184,သာယာဝတီမြို့နယ်,17.65441,95.78629,သာယာဝတီမြို့,17.65441,95.78629,တောင်ဘို့ရှည်ရွာ,17.57291985,95.83965302,,,
ပဲခူးတိုင်းဒေသကြီး,18.327,95.444,ပြည်ခရိုင်,18.9141,95.3139,ပေါင်းတည်မြို့နယ်,18.48947,95.50721,ပေါင်းတည်မြို့,18.48947,95.50721,တောင်ဘို့လှရွာ,18.541401,95.474678,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ခန္တီးခရိုင်,25.5071,95.4712,ဟုမ္မလင်းမြို့နယ်,24.8746,94.8966,ရွှေပြည်အေးမြို့,24.68343537,94.73146774,တောင်ဘို့လှရွာ,24.47525978,94.73209381,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ခန္တီးခရိုင်,25.5071,95.4712,ဟုမ္မလင်းမြို့နယ်,24.8746,94.8966,ရွှေပြည်အေးမြို့,24.68343537,94.73146774,တောင်ဘို့လှရွာ,24.73897934,95.05272675,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ကောလင်းမြို့နယ်,23.79026,95.68339,ကောလင်းမြို့,23.79026,95.68339,တောင်ဘို့လှရွာ,23.66307068,95.77958679,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ပင်လည်ဘူးမြို့နယ်,24.08089,95.37026,ပင်လည်ဘူးမြို့,24.08089,95.37026,တောင်ဘို့လှရွာ,23.92905045,95.3396225,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ပင်လည်ဘူးမြို့နယ်,24.08089,95.37026,ပင်လည်ဘူးမြို့,24.08089,95.37026,တောင်ဘို့လှရွာ,24.01737976,95.30760956,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ပင်လည်ဘူးမြို့နယ်,24.08089,95.37026,ပင်လည်ဘူးမြို့,24.08089,95.37026,တောင်ဘို့လှရွာ,24.27639961,95.23813629,,,
စစ်ကိုင်းတိုင်းဒေသကြီး,24.51,95.51,ကောလင်းခရိုင်,23.6653,95.6442,ဝန်းသိုမြို့နယ်,23.89924064,95.68193027,ဝန်းသိုမြို့,23.89924064,95.68193027,တောင်ဘို့လှရွာ,23.89632988,95.78652954,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,မိတ္ထီလာခရိုင်,20.9582,96.0191,ဝမ်းတွင်းမြို့နယ်,21.09691,96.03001,ဝမ်းတွင်းမြို့,21.09691,96.03001,တောင်ဘိုရွာ,21.2553196,95.94930267,,,
မန္တလေးတိုင်းဒေသကြီး,21.946,95.861,ရမည်းသင်းခရိုင်,20.4289,96.0521,ရမည်းသင်းမြို့နယ်,20.4305,96.13747,ရမည်းသင်းမြို့,20.4305,96.13747,တောင်ဘိုရွာ,20.27703094,96.18462372,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မင်းဘူးခရိုင်,20.3092,94.411,စလင်းမြို့နယ်,20.5772,94.65936,စလင်းမြို့,20.5772,94.65936,တောင်ဘိုရွာ,20.66278076,94.66950226,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မင်းဘူးခရိုင်,20.3092,94.411,စလင်းမြို့နယ်,20.5772,94.65936,စလင်းမြို့,20.5772,94.65936,တောင်ဘိုရွာ,20.77547073,94.61338806,,,
မကွေးတိုင်းဒေသကြီး,20.815,94.85,မင်းဘူးခရိုင်,20.3092,94.411,စလင်းမြို့နယ်,20.5772,94.65936,စလင်းမြို့,20.5772,94.65936,တောင်ဘိုရွာသစ်ရွာ,20.76694107,94.60912323,,,
